"age","unit","sex","country","date","value"
"Y25-74","thousands_people","F","Slovakia",2015-04-01,137
"Y25-74","thousands_people","F","Slovakia",2015-03-01,140
"Y25-74","thousands_people","F","Slovakia",2015-02-01,143
"Y25-74","thousands_people","F","Slovakia",2015-01-01,145
"Y25-74","thousands_people","F","Slovakia",2014-12-01,145
"Y25-74","thousands_people","F","Slovakia",2014-11-01,145
"Y25-74","thousands_people","F","Slovakia",2014-10-01,144
"Y25-74","thousands_people","F","Slovakia",2014-09-01,140
"Y25-74","thousands_people","F","Slovakia",2014-08-01,141
"Y25-74","thousands_people","F","Slovakia",2014-07-01,139
"Y25-74","thousands_people","F","Slovakia",2014-06-01,137
"Y25-74","thousands_people","F","Slovakia",2014-05-01,138
"Y25-74","thousands_people","F","Slovakia",2014-04-01,140
"Y25-74","thousands_people","F","Slovakia",2014-03-01,142
"Y25-74","thousands_people","F","Slovakia",2014-02-01,144
"Y25-74","thousands_people","F","Slovakia",2014-01-01,144
"Y25-74","thousands_people","F","Slovakia",2013-12-01,144
"Y25-74","thousands_people","F","Slovakia",2013-11-01,145
"Y25-74","thousands_people","F","Slovakia",2013-10-01,145
"Y25-74","thousands_people","F","Slovakia",2013-09-01,146
"Y25-74","thousands_people","F","Slovakia",2013-08-01,148
"Y25-74","thousands_people","F","Slovakia",2013-07-01,149
"Y25-74","thousands_people","F","Slovakia",2013-06-01,148
"Y25-74","thousands_people","F","Slovakia",2013-05-01,148
"Y25-74","thousands_people","F","Slovakia",2013-04-01,152
"Y25-74","thousands_people","F","Slovakia",2013-03-01,157
"Y25-74","thousands_people","F","Slovakia",2013-02-01,160
"Y25-74","thousands_people","F","Slovakia",2013-01-01,159
"Y25-74","thousands_people","F","Slovakia",2012-12-01,154
"Y25-74","thousands_people","F","Slovakia",2012-11-01,150
"Y25-74","thousands_people","F","Slovakia",2012-10-01,146
"Y25-74","thousands_people","F","Slovakia",2012-09-01,143
"Y25-74","thousands_people","F","Slovakia",2012-08-01,146
"Y25-74","thousands_people","F","Slovakia",2012-07-01,147
"Y25-74","thousands_people","F","Slovakia",2012-06-01,148
"Y25-74","thousands_people","F","Slovakia",2012-05-01,143
"Y25-74","thousands_people","F","Slovakia",2012-04-01,142
"Y25-74","thousands_people","F","Slovakia",2012-03-01,150
"Y25-74","thousands_people","F","Slovakia",2012-02-01,148
"Y25-74","thousands_people","F","Slovakia",2012-01-01,146
"Y25-74","thousands_people","F","Slovakia",2011-12-01,145
"Y25-74","thousands_people","F","Slovakia",2011-11-01,142
"Y25-74","thousands_people","F","Slovakia",2011-10-01,137
"Y25-74","thousands_people","F","Slovakia",2011-09-01,NA
"Y25-74","thousands_people","F","Slovakia",2011-08-01,128
"Y25-74","thousands_people","F","Slovakia",2011-07-01,126
"Y25-74","thousands_people","F","Slovakia",2011-06-01,124
"Y25-74","thousands_people","F","Slovakia",2011-05-01,123
"Y25-74","thousands_people","F","Slovakia",2011-04-01,126
"Y25-74","thousands_people","F","Slovakia",2011-03-01,131
"Y25-74","thousands_people","F","Slovakia",2011-02-01,135
"Y25-74","thousands_people","F","Slovakia",2011-01-01,136
"Y25-74","thousands_people","F","Slovakia",2010-12-01,136
"Y25-74","thousands_people","F","Slovakia",2010-11-01,136
"Y25-74","thousands_people","F","Slovakia",2010-10-01,135
"Y25-74","thousands_people","F","Slovakia",2010-09-01,136
"Y25-74","thousands_people","F","Slovakia",2010-08-01,139
"Y25-74","thousands_people","F","Slovakia",2010-07-01,142
"Y25-74","thousands_people","F","Slovakia",2010-06-01,144
"Y25-74","thousands_people","F","Slovakia",2010-05-01,145
"Y25-74","thousands_people","F","Slovakia",2010-04-01,148
"Y25-74","thousands_people","F","Slovakia",2010-03-01,151
"Y25-74","thousands_people","F","Slovakia",2010-02-01,152
"Y25-74","thousands_people","F","Slovakia",2010-01-01,152
"Y25-74","thousands_people","F","United States",2020-06-01,6774
"Y25-74","thousands_people","F","United States",2020-05-01,8054
"Y25-74","thousands_people","F","United States",2020-04-01,8875
"Y25-74","thousands_people","F","United States",2020-03-01,2341
"Y25-74","thousands_people","F","United States",2020-02-01,1900
"Y25-74","thousands_people","F","United States",2020-01-01,2003
"Y25-74","thousands_people","F","United States",2019-12-01,1828
"Y25-74","thousands_people","F","United States",2019-11-01,1891
"Y25-74","thousands_people","F","United States",2019-10-01,1958
"Y25-74","thousands_people","F","United States",2019-09-01,1895
"Y25-74","thousands_people","F","United States",2019-08-01,2292
"Y25-74","thousands_people","F","United States",2019-07-01,2334
"Y25-74","thousands_people","F","United States",2019-06-01,2155
"Y25-74","thousands_people","F","United States",2019-05-01,1772
"Y25-74","thousands_people","F","United States",2019-04-01,1722
"Y25-74","thousands_people","F","United States",2019-03-01,2034
"Y25-74","thousands_people","F","United States",2019-02-01,2053
"Y25-74","thousands_people","F","United States",2019-01-01,2233
"Y25-74","thousands_people","F","United States",2018-12-01,1916
"Y25-74","thousands_people","F","United States",2018-11-01,1991
"Y25-74","thousands_people","F","United States",2018-10-01,1973
"Y25-74","thousands_people","F","United States",2018-09-01,1958
"Y25-74","thousands_people","F","United States",2018-08-01,2445
"Y25-74","thousands_people","F","United States",2018-07-01,2482
"Y25-74","thousands_people","F","United States",2018-06-01,2241
"Y25-74","thousands_people","F","United States",2018-05-01,1800
"Y25-74","thousands_people","F","United States",2018-04-01,1941
"Y25-74","thousands_people","F","United States",2018-03-01,2216
"Y25-74","thousands_people","F","United States",2018-02-01,2335
"Y25-74","thousands_people","F","United States",2018-01-01,2221
"Y25-74","thousands_people","F","United States",2017-12-01,2063
"Y25-74","thousands_people","F","United States",2017-11-01,2113
"Y25-74","thousands_people","F","United States",2017-10-01,2113
"Y25-74","thousands_people","F","United States",2017-09-01,2381
"Y25-74","thousands_people","F","United States",2017-08-01,2716
"Y25-74","thousands_people","F","United States",2017-07-01,2706
"Y25-74","thousands_people","F","United States",2017-06-01,2459
"Y25-74","thousands_people","F","United States",2017-05-01,2358
"Y25-74","thousands_people","F","United States",2017-04-01,2301
"Y25-74","thousands_people","F","United States",2017-03-01,2377
"Y25-74","thousands_people","F","United States",2017-02-01,2602
"Y25-74","thousands_people","F","United States",2017-01-01,2708
"Y25-74","thousands_people","F","United States",2016-12-01,2360
"Y25-74","thousands_people","F","United States",2016-11-01,2422
"Y25-74","thousands_people","F","United States",2016-10-01,2569
"Y25-74","thousands_people","F","United States",2016-09-01,2679
"Y25-74","thousands_people","F","United States",2016-08-01,3000
"Y25-74","thousands_people","F","United States",2016-07-01,2767
"Y25-74","thousands_people","F","United States",2016-06-01,2635
"Y25-74","thousands_people","F","United States",2016-05-01,2291
"Y25-74","thousands_people","F","United States",2016-04-01,2439
"Y25-74","thousands_people","F","United States",2016-03-01,2695
"Y25-74","thousands_people","F","United States",2016-02-01,2636
"Y25-74","thousands_people","F","United States",2016-01-01,2787
"Y25-74","thousands_people","F","United States",2015-12-01,2362
"Y25-74","thousands_people","F","United States",2015-11-01,2581
"Y25-74","thousands_people","F","United States",2015-10-01,2612
"Y25-74","thousands_people","F","United States",2015-09-01,2644
"Y25-74","thousands_people","F","United States",2015-08-01,2961
"Y25-74","thousands_people","F","United States",2015-07-01,3104
"Y25-74","thousands_people","F","United States",2015-06-01,2701
"Y25-74","thousands_people","F","United States",2015-05-01,2692
"Y25-74","thousands_people","F","United States",2015-04-01,2640
"Y25-74","thousands_people","F","United States",2015-03-01,2678
"Y25-74","thousands_people","F","United States",2015-02-01,2804
"Y25-74","thousands_people","F","United States",2015-01-01,3044
"Y25-74","thousands_people","F","United States",2014-12-01,2631
"Y25-74","thousands_people","F","United States",2014-11-01,2845
"Y25-74","thousands_people","F","United States",2014-10-01,3007
"Y25-74","thousands_people","F","United States",2014-09-01,3129
"Y25-74","thousands_people","F","United States",2014-08-01,3517
"Y25-74","thousands_people","F","United States",2014-07-01,3599
"Y25-74","thousands_people","F","United States",2014-06-01,3087
"Y25-74","thousands_people","F","United States",2014-05-01,3042
"Y25-74","thousands_people","F","United States",2014-04-01,3027
"Y25-74","thousands_people","F","United States",2014-03-01,3433
"Y25-74","thousands_people","F","United States",2014-02-01,3410
"Y25-74","thousands_people","F","United States",2014-01-01,3366
"Y25-74","thousands_people","F","United States",2013-12-01,3281
"Y25-74","thousands_people","F","United States",2013-11-01,3368
"Y25-74","thousands_people","F","United States",2013-10-01,3622
"Y25-74","thousands_people","F","United States",2013-09-01,3599
"Y25-74","thousands_people","F","United States",2013-08-01,3800
"Y25-74","thousands_people","F","United States",2013-07-01,4022
"Y25-74","thousands_people","F","United States",2013-06-01,3917
"Y25-74","thousands_people","F","United States",2013-05-01,3481
"Y25-74","thousands_people","F","United States",2013-04-01,3446
"Y25-74","thousands_people","F","United States",2013-03-01,3831
"Y25-74","thousands_people","F","United States",2013-02-01,3959
"Y25-74","thousands_people","F","United States",2013-01-01,4205
"Y25-74","thousands_people","F","United States",2012-12-01,3936
"Y25-74","thousands_people","F","United States",2012-11-01,3823
"Y25-74","thousands_people","F","United States",2012-10-01,4061
"Y25-74","thousands_people","F","United States",2012-09-01,4153
"Y25-74","thousands_people","F","United States",2012-08-01,4511
"Y25-74","thousands_people","F","United States",2012-07-01,4741
"Y25-74","thousands_people","F","United States",2012-06-01,4334
"Y25-74","thousands_people","F","United States",2012-05-01,4062
"Y25-74","thousands_people","F","United States",2012-04-01,3986
"Y25-74","thousands_people","F","United States",2012-03-01,4165
"Y25-74","thousands_people","F","United States",2012-02-01,4472
"Y25-74","thousands_people","F","United States",2012-01-01,4559
"Y25-74","thousands_people","F","United States",2011-12-01,4269
"Y25-74","thousands_people","F","United States",2011-11-01,4305
"Y25-74","thousands_people","F","United States",2011-10-01,4453
"Y25-74","thousands_people","F","United States",2011-09-01,4751
"Y25-74","thousands_people","F","United States",2011-08-01,4897
"Y25-74","thousands_people","F","United States",2011-07-01,4839
"Y25-74","thousands_people","F","United States",2011-06-01,4575
"Y25-74","thousands_people","F","United States",2011-05-01,4314
"Y25-74","thousands_people","F","United States",2011-04-01,4230
"Y25-74","thousands_people","F","United States",2011-03-01,4318
"Y25-74","thousands_people","F","United States",2011-02-01,4429
"Y25-74","thousands_people","F","United States",2011-01-01,4500
"Y25-74","thousands_people","F","United States",2010-12-01,4385
"Y25-74","thousands_people","F","United States",2010-11-01,4670
"Y25-74","thousands_people","F","United States",2010-10-01,4521
"Y25-74","thousands_people","F","United States",2010-09-01,4694
"Y25-74","thousands_people","F","United States",2010-08-01,4952
"Y25-74","thousands_people","F","United States",2010-07-01,4900
"Y25-74","thousands_people","F","United States",2010-06-01,4470
"Y25-74","thousands_people","F","United States",2010-05-01,4403
"Y25-74","thousands_people","F","United States",2010-04-01,4426
"Y25-74","thousands_people","F","United States",2010-03-01,4573
"Y25-74","thousands_people","F","United States",2010-02-01,4569
"Y25-74","thousands_people","F","United States",2010-01-01,4674
"Y25-74","thousands_people","M","Austria",2020-06-01,117
"Y25-74","thousands_people","M","Austria",2020-05-01,117
"Y25-74","thousands_people","M","Austria",2020-04-01,87
"Y25-74","thousands_people","M","Austria",2020-03-01,88
"Y25-74","thousands_people","M","Austria",2020-02-01,99
"Y25-74","thousands_people","M","Austria",2020-01-01,71
"Y25-74","thousands_people","M","Austria",2019-12-01,86
"Y25-74","thousands_people","M","Austria",2019-11-01,63
"Y25-74","thousands_people","M","Austria",2019-10-01,85
"Y25-74","thousands_people","M","Austria",2019-09-01,86
"Y25-74","thousands_people","M","Austria",2019-08-01,83
"Y25-74","thousands_people","M","Austria",2019-07-01,73
"Y25-74","thousands_people","M","Austria",2019-06-01,79
"Y25-74","thousands_people","M","Austria",2019-05-01,89
"Y25-74","thousands_people","M","Austria",2019-04-01,90
"Y25-74","thousands_people","M","Austria",2019-03-01,99
"Y25-74","thousands_people","M","Austria",2019-02-01,104
"Y25-74","thousands_people","M","Austria",2019-01-01,98
"Y25-74","thousands_people","M","Austria",2018-12-01,96
"Y25-74","thousands_people","M","Austria",2018-11-01,82
"Y25-74","thousands_people","M","Austria",2018-10-01,102
"Y25-74","thousands_people","M","Austria",2018-09-01,90
"Y25-74","thousands_people","M","Austria",2018-08-01,86
"Y25-74","thousands_people","M","Austria",2018-07-01,89
"Y25-74","thousands_people","M","Austria",2018-06-01,92
"Y25-74","thousands_people","M","Austria",2018-05-01,80
"Y25-74","thousands_people","M","Austria",2018-04-01,109
"Y25-74","thousands_people","M","Austria",2018-03-01,101
"Y25-74","thousands_people","M","Austria",2018-02-01,100
"Y25-74","thousands_people","M","Austria",2018-01-01,113
"Y25-74","thousands_people","M","Austria",2017-12-01,107
"Y25-74","thousands_people","M","Austria",2017-11-01,100
"Y25-74","thousands_people","M","Austria",2017-10-01,103
"Y25-74","thousands_people","M","Austria",2017-09-01,119
"Y25-74","thousands_people","M","Austria",2017-08-01,97
"Y25-74","thousands_people","M","Austria",2017-07-01,113
"Y25-74","thousands_people","M","Austria",2017-06-01,105
"Y25-74","thousands_people","M","Austria",2017-05-01,118
"Y25-74","thousands_people","M","Austria",2017-04-01,110
"Y25-74","thousands_people","M","Austria",2017-03-01,123
"Y25-74","thousands_people","M","Austria",2017-02-01,133
"Y25-74","thousands_people","M","Austria",2017-01-01,106
"Y25-74","thousands_people","M","Austria",2016-12-01,118
"Y25-74","thousands_people","M","Austria",2016-11-01,111
"Y25-74","thousands_people","M","Austria",2016-10-01,99
"Y25-74","thousands_people","M","Austria",2016-09-01,110
"Y25-74","thousands_people","M","Austria",2016-08-01,119
"Y25-74","thousands_people","M","Austria",2016-07-01,114
"Y25-74","thousands_people","M","Austria",2016-06-01,119
"Y25-74","thousands_people","M","Austria",2016-05-01,126
"Y25-74","thousands_people","M","Austria",2016-04-01,120
"Y25-74","thousands_people","M","Austria",2016-03-01,115
"Y25-74","thousands_people","M","Austria",2016-02-01,138
"Y25-74","thousands_people","M","Austria",2016-01-01,115
"Y25-74","thousands_people","M","Austria",2015-12-01,106
"Y25-74","thousands_people","M","Austria",2015-11-01,117
"Y25-74","thousands_people","M","Austria",2015-10-01,97
"Y25-74","thousands_people","M","Austria",2015-09-01,113
"Y25-74","thousands_people","M","Austria",2015-08-01,106
"Y25-74","thousands_people","M","Austria",2015-07-01,101
"Y25-74","thousands_people","M","Austria",2015-06-01,107
"Y25-74","thousands_people","M","Austria",2015-05-01,113
"Y25-74","thousands_people","M","Austria",2015-04-01,121
"Y25-74","thousands_people","M","Austria",2015-03-01,110
"Y25-74","thousands_people","M","Austria",2015-02-01,112
"Y25-74","thousands_people","M","Austria",2015-01-01,109
"Y25-74","thousands_people","M","Austria",2014-12-01,106
"Y25-74","thousands_people","M","Austria",2014-11-01,101
"Y25-74","thousands_people","M","Austria",2014-10-01,99
"Y25-74","thousands_people","M","Austria",2014-09-01,105
"Y25-74","thousands_people","M","Austria",2014-08-01,94
"Y25-74","thousands_people","M","Austria",2014-07-01,94
"Y25-74","thousands_people","M","Austria",2014-06-01,118
"Y25-74","thousands_people","M","Austria",2014-05-01,94
"Y25-74","thousands_people","M","Austria",2014-04-01,110
"Y25-74","thousands_people","M","Austria",2014-03-01,111
"Y25-74","thousands_people","M","Austria",2014-02-01,105
"Y25-74","thousands_people","M","Austria",2014-01-01,102
"Y25-74","thousands_people","M","Austria",2013-12-01,89
"Y25-74","thousands_people","M","Austria",2013-11-01,99
"Y25-74","thousands_people","M","Austria",2013-10-01,84
"Y25-74","thousands_people","M","Austria",2013-09-01,90
"Y25-74","thousands_people","M","Austria",2013-08-01,92
"Y25-74","thousands_people","M","Austria",2013-07-01,94
"Y25-74","thousands_people","M","Austria",2013-06-01,79
"Y25-74","thousands_people","M","Austria",2013-05-01,94
"Y25-74","thousands_people","M","Austria",2013-04-01,106
"Y25-74","thousands_people","M","Austria",2013-03-01,113
"Y25-74","thousands_people","M","Austria",2013-02-01,105
"Y25-74","thousands_people","M","Austria",2013-01-01,97
"Y25-74","thousands_people","M","Austria",2012-12-01,88
"Y25-74","thousands_people","M","Austria",2012-11-01,90
"Y25-74","thousands_people","M","Austria",2012-10-01,82
"Y25-74","thousands_people","M","Austria",2012-09-01,91
"Y25-74","thousands_people","M","Austria",2012-08-01,80
"Y25-74","thousands_people","M","Austria",2012-07-01,82
"Y25-74","thousands_people","M","Austria",2012-06-01,84
"Y25-74","thousands_people","M","Austria",2012-05-01,95
"Y25-74","thousands_people","M","Austria",2012-04-01,83
"Y25-74","thousands_people","M","Austria",2012-03-01,72
"Y25-74","thousands_people","M","Austria",2012-02-01,88
"Y25-74","thousands_people","M","Austria",2012-01-01,63
"Y25-74","thousands_people","M","Austria",2011-12-01,73
"Y25-74","thousands_people","M","Austria",2011-11-01,81
"Y25-74","thousands_people","M","Austria",2011-10-01,62
"Y25-74","thousands_people","M","Austria",2011-09-01,73
